5, 1280, 242, 241, 239, 245, 242, 253
5, 1300, 245, 241, 236, 245, 245, 253
5, 1311, 242, 239, 239, 245, 245, 253
5, 1330, 242, 241, 239, 245, 241, 253
5, 1350, 245, 241, 236, 245, 242, 253
5, 1361, 245, 241, 239, 245, 245, 253
5, 1381, 243, 241, 239, 245, 245, 253
5, 1400, 242, 241, 239, 245, 245, 253
5, 1411, 245, 241, 239, 245, 245, 253
5, 1431, 245, 244, 239, 245, 245, 253
5, 1441, 242, 241, 236, 245, 242, 253
5, 1460, 245, 241, 236, 245, 245, 255
5, 1481, 245, 241, 236, 245, 245, 253
5, 1491, 245, 241, 239, 245, 245, 253
5, 1510, 245, 244, 239, 245, 242, 253
5, 1532, 245, 241, 239, 247, 245, 255
5, 1541, 245, 241, 239, 245, 245, 253
5, 1562, 243, 241, 239, 245, 245, 253
5, 1572, 245, 241, 239, 245, 241, 253
5, 1582, 245, 241, 239, 245, 241, 253
5, 1591, 245, 241, 239, 245, 242, 255
5, 1612, 242, 241, 236, 245, 245, 255
5, 1622, 245, 241, 239, 245, 245, 253
5, 1632, 245, 241, 239, 245, 245, 253
5, 1641, 245, 241, 239, 245, 241, 253
5, 1661, 245, 241, 236, 245, 245, 253
5, 1672, 245, 241, 239, 245, 242, 253
5, 1691, 245, 241, 236, 245, 245, 253
5, 1711, 245, 241, 239, 245, 244, 253
5, 1722, 245, 241, 236, 245, 245, 253
5, 1742, 245, 241, 239, 245, 241, 253
5, 1751, 245, 241, 239, 245, 241, 253
5, 1761, 245, 241, 239, 245, 245, 253
5, 1772, 245, 241, 239, 245, 244, 253
5, 1792, 243, 241, 239, 245, 245, 253
5, 1802, 245, 241, 239, 245, 242, 253
5, 1811, 245, 244, 239, 247, 242, 253
5, 1821, 245, 241, 239, 245, 242, 253
5, 1842, 245, 241, 239, 245, 245, 253
5, 1852, 245, 241, 239, 245, 245, 253
5, 1871, 245, 241, 239, 245, 245, 253
5, 1892, 242, 241, 239, 245, 244, 253
5, 1902, 245, 241, 239, 245, 242, 253
5, 1921, 245, 241, 239, 245, 244, 255
5, 1933, 245, 241, 239, 245, 244, 253
5, 1942, 245, 241, 239, 245, 241, 253
5, 1952, 245, 241, 239, 242, 245, 253
5, 1971, 245, 241, 239, 245, 245, 253
5, 1981, 245, 244, 236, 245, 245, 253
5, 2002, 245, 241, 239, 245, 242, 253
5, 2022, 242, 241, 239, 245, 244, 253
5, 2031, 245, 244, 239, 245, 242, 253
5, 2052, 242, 241, 239, 245, 242, 253
5, 2072, 245, 241, 239, 245, 245, 253
5, 2081, 245, 241, 239, 245, 245, 253
5, 2102, 242, 241, 239, 245, 242, 255
5, 2112, 245, 241, 236, 245, 242, 255
5, 2132, 245, 241, 239, 247, 242, 253
5, 2152, 245, 241, 239, 245, 245, 253
5, 2162, 245, 241, 239, 245, 245, 253
5, 2172, 245, 241, 236, 245, 245, 253
5, 2182, 245, 244, 239, 242, 245, 255
5, 2203, 245, 241, 239, 245, 244, 253
5, 2213, 242, 241, 239, 245, 244, 253
5, 2232, 245, 244, 239, 245, 245, 253
5, 2243, 245, 241, 239, 245, 245, 253
5, 2262, 245, 244, 239, 245, 242, 253
5, 2282, 242, 241, 239, 245, 242, 255
5, 2292, 245, 241, 236, 245, 245, 253
5, 2312, 245, 241, 239, 245, 242, 253
5, 2332, 245, 241, 239, 247, 245, 253
5, 2342, 245, 241, 239, 245, 245, 255
5, 2363, 242, 241, 239, 245, 245, 255
5, 2382, 245, 241, 239, 245, 242, 253
5, 2392, 245, 244, 239, 247, 244, 255
5, 2413, 245, 241, 239, 245, 244, 253
5, 2432, 245, 241, 239, 245, 242, 253
5, 2442, 242, 241, 236, 245, 245, 253
5, 2463, 245, 241, 239, 245, 244, 255
5, 2473, 245, 241, 239, 245, 245, 253
5, 2492, 245, 241, 239, 245, 242, 253
5, 2502, 242, 241, 239, 247, 244, 253
5, 2513, 242, 241, 239, 247, 245, 253
5, 2523, 242, 241, 239, 245, 245, 253
5, 2543, 245, 241, 239, 245, 245, 253
5, 2563, 242, 241, 236, 245, 245, 253
5, 2573, 245, 244, 239, 245, 241, 253
5, 2593, 245, 241, 239, 247, 245, 253
5, 2602, 245, 241, 239, 245, 242, 255
5, 2623, 245, 241, 236, 245, 245, 253
5, 2643, 245, 241, 239, 245, 245, 253
5, 2653, 245, 244, 239, 245, 245, 253
5, 2673, 245, 244, 239, 245, 241, 253
5, 2693, 245, 244, 239, 245, 242, 253
5, 2703, 245, 241, 239, 245, 245, 253
5, 2723, 242, 241, 239, 245, 242, 253
5, 2733, 245, 241, 239, 245, 242, 253
5, 2743, 245, 241, 239, 245, 242, 253
5, 2753, 245, 244, 239, 245, 245, 255
5, 2774, 242, 244, 239, 245, 245, 255
5, 2783, 245, 241, 239, 245, 245, 253
5, 2803, 245, 244, 239, 245, 242, 255
5, 2824, 245, 241, 239, 245, 245, 253
5, 2834, 245, 241, 239, 245, 245, 253
5, 2853, 245, 241, 239, 245, 245, 253
5, 2863, 245, 241, 239, 245, 245, 253
5, 2874, 245, 244, 239, 245, 245, 253
5, 2883, 245, 241, 239, 245, 241, 253
5, 2903, 245, 241, 239, 245, 242, 253
5, 2913, 245, 241, 239, 245, 245, 253
5, 2924, 245, 241, 239, 245, 245, 253
5, 2934, 242, 241, 239, 245, 245, 255
5, 2953, 245, 244, 239, 245, 242, 253
5, 2963, 245, 241, 239, 245, 242, 253
5, 2984, 245, 241, 236, 245, 242, 253
5, 2994, 243, 241, 239, 245, 245, 253
5, 3003, 245, 241, 239, 245, 245, 255
5, 3013, 242, 241, 239, 245, 245, 255
5, 3034, 245, 241, 239, 245, 242, 255
5, 3044, 243, 241, 239, 245, 242, 253
5, 3053, 242, 241, 239, 242, 242, 253
5, 3063, 245, 241, 236, 245, 245, 253
5, 3084, 242, 241, 239, 245, 242, 253
5, 3094, 245, 241, 236, 242, 245, 253
5, 3113, 245, 244, 239, 247, 245, 253
5, 3133, 245, 241, 236, 245, 242, 253
5, 3144, 245, 241, 239, 245, 245, 253
5, 3163, 245, 241, 239, 245, 245, 253
5, 3183, 245, 241, 239, 245, 245, 253
5, 3194, 245, 241, 239, 245, 241, 255
5, 3214, 245, 241, 239, 245, 241, 253
5, 3224, 245, 241, 236, 247, 245, 253
5, 3233, 245, 241, 239, 245, 245, 253
5, 3244, 242, 241, 236, 245, 245, 253
5, 3264, 242, 241, 239, 245, 242, 253
5, 3273, 245, 241, 239, 245, 245, 253
5, 3293, 245, 241, 239, 245, 245, 253
5, 3314, 245, 241, 239, 245, 244, 253
5, 3324, 245, 241, 236, 245, 241, 253
5, 3343, 245, 241, 239, 245, 245, 253
5, 3364, 245, 241, 239, 245, 242, 253
5, 3374, 245, 241, 239, 245, 245, 253
5, 3395, 245, 241, 239, 247, 245, 253
5, 3404, 245, 241, 239, 245, 242, 253
5, 3414, 245, 241, 239, 245, 242, 253
5, 3424, 245, 241, 239, 245, 242, 253
5, 3443, 245, 241, 239, 245, 242, 253
5, 3453, 245, 241, 239, 245, 244, 253
5, 3464, 245, 241, 239, 245, 245, 253
5, 3474, 242, 241, 236, 245, 245, 253
5, 3494, 245, 241, 239, 245, 242, 253
5, 3505, 245, 241, 239, 245, 242, 253
5, 3524, 245, 241, 239, 245, 244, 253
5, 3534, 242, 239, 239, 245, 244, 255
5, 3555, 245, 241, 239, 245, 245, 253
5, 3574, 245, 241, 239, 245, 244, 253
5, 3584, 245, 244, 239, 245, 241, 253
