4, 852, -12, 4, 98, 1, 0, -1
4, 857, -11, 4, 97, 0, 0, 0
4, 867, -11, 4, 97, 0, 0, 0
4, 872, -12, 4, 98, 0, 0, 0
4, 878, -11, 3, 98, 0, 0, 0
4, 889, -12, 3, 98, 0, 0, 0
4, 894, -12, 3, 98, -1, 1, 0
4, 899, -12, 3, 98, 1, 1, 0
4, 910, -12, 3, 98, -2, 1, 0
4, 915, -12, 4, 97, 0, 0, 0
4, 925, -11, 3, 98, 0, 0, 0
4, 930, -12, 4, 97, -1, 0, 1
4, 935, -12, 4, 97, 0, 1, 0
4, 946, -12, 3, 98, 1, 0, 0
4, 951, -12, 3, 97, 0, 0, 0
4, 966, -12, 3, 97, 0, 0, 0
4, 971, -12, 3, 98, -2, 2, -1
4, 981, -12, 4, 98, 2, -2, 1
4, 987, -12, 4, 97, 2, 1, 0
4, 992, -12, 4, 98, 0, 0, 0
4, 1002, -12, 4, 98, 0, 0, 0
4, 1007, -12, 4, 98, 0, 0, 1
4, 1013, -12, 3, 98, 0, 0, 0
4, 1023, -12, 4, 98, 0, 0, 0
4, 1028, -12, 3, 98, 0, 0, 0
4, 1039, -11, 4, 98, 0, 0, 0
4, 1044, -12, 3, 98, 0, 0, 0
4, 1053, -11, 4, 98, -1, 0, 1
4, 1063, -12, 4, 97, 0, 0, 0
4, 1068, -12, 4, 98, 0, 0, 0
4, 1084, -12, 4, 99, 4, 1, 0
4, 1089, -11, 4, 97, -1, 1, 0
4, 1099, -11, 3, 97, 0, 0, 0
4, 1104, -12, 4, 97, 0, 0, 0
4, 1109, -12, 4, 98, 0, 0, 0
4, 1120, -12, 4, 98, 0, 1, 1
4, 1125, -11, 4, 97, 1, 0, 1
4, 1135, -12, 3, 98, 0, 1, -1
4, 1140, -12, 4, 97, 1, -1, 0
4, 1146, -12, 3, 98, 0, 0, 0
4, 1156, -11, 4, 98, 0, 0, 1
4, 1161, -12, 3, 97, 0, 0, 0
4, 1166, -12, 3, 98, -1, 1, 1
4, 1177, -12, 4, 97, 0, 1, 0
4, 1182, -12, 3, 97, -1, 1, -1
4, 1197, -11, 4, 98, 0, 0, 0
4, 1202, -12, 3, 98, -1, -1, 0
4, 1218, -13, 7, 97, -4, 1, 1
4, 1223, -12, 4, 98, 0, 0, 1
4, 1233, -12, 3, 100, -13, 3, -4
4, 1238, -13, -5, 99, -27, 21, -106
4, 1254, -10, -3, 83, -158, 2, -70
4, 1259, -8, 5, 95, 167, -73, -85
4, 1269, -12, 8, 83, 19, 2, -104
4, 1274, -13, -15, 108, -233, 33, -69
4, 1280, -25, -2, 44, -99, 67, -132
4, 1290, 2, 8, 135, -254, 30, -76
4, 1295, -11, -3, 80, 149, 6, -91
4, 1306, -7, 13, 191, 119, -50, -51
