4, 1314, -11, -2, 63, 119, -50, -51
4, 1319, -2, 0, 124, -27, 3, -49
4, 1329, -2, 3, 127, -386, 101, -67
4, 1335, -8, -2, 101, -25, 13, -66
4, 1345, -15, -2, 65, 87, -17, -120
4, 1350, -7, -19, 175, -52, -47, -156
4, 1356, -7, -5, 50, 241, -59, -154
4, 1366, -7, -2, 95, -320, -45, -137
4, 1371, -6, -5, 123, -111, 146, -98
4, 1376, -9, 6, 68, -165, -82, -79
4, 1387, -4, 0, 49, 194, -83, -81
4, 1392, -8, 10, 0, -367, 21, -35
4, 1407, 0, -7, 112, -23, 40, -79
4, 1413, -10, -6, 38, 288, -97, -52
4, 1423, -16, -4, 134, -154, 70, -62
4, 1428, -10, -21, 133, -154, 70, -62
4, 1433, -16, -5, 45, -339, 58, 10
4, 1444, -15, -2, 65, 147, -70, 17
4, 1449, -10, -3, 35, -184, 51, -8
4, 1464, -9, 15, 158, 166, 3, 19
4, 1470, -15, -5, 85, -55, 167, 17
4, 1488, 0, -8, 164, -271, 60, -23
4, 1503, -14, 2, 37, 119, -259, 25
4, 1509, 0, 11, 107, -219, 32, -11
4, 1524, 11, -5, 160, -543, 306, 22
4, 1529, -16, -14, 97, 48, 208, 29
4, 1539, -14, 6, 62, -546, 363, 61
4, 1544, -9, -10, 25, -22, -41, 19
4, 1550, -9, 1, 89, -22, -41, 19
4, 1560, -10, 10, 119, 104, 63, 0
4, 1565, -13, -3, 127, 416, -567, -10
4, 1577, -4, -7, 131, -163, -164, -5
4, 1582, -18, 44, 128, 226, -305, 14
4, 1587, -19, 7, 104, -88, 361, 25
4, 1598, -19, 5, 82, -2, 14, 8
4, 1603, -11, -1, 113, 402, -89, -14
4, 1608, -23, 0, 127, 14, -459, 29
4, 1613, -21, -1, 72, -207, 265, -108
4, 1618, -8, -3, 129, -509, 370, -237
4, 1624, -16, -9, 55, -132, -382, -276
4, 1634, -13, 0, 122, 217, -276, -217
4, 1639, -6, -6, 106, -42, -35, -214
4, 1644, -8, -1, 153, -543, 353, -208
4, 1654, -8, -17, 41, -136, 57, -227
4, 1660, -11, 18, 127, -446, 251, -264
4, 1675, -19, 9, 62, -130, -243, -61
4, 1680, 5, -5, 178, -212, -627, 3
4, 1696, -6, -6, 26, -200, -92, -20
4, 1701, -33, 25, 88, 17, -241, -11
4, 1711, 9, 16, 165, -334, -5, -11
4, 1717, -17, -4, 22, 87, 57, -29
4, 1722, 4, -13, 11, -139, -552, 14
4, 1732, 3, -34, -37, 207, -377, -17
4, 1737, -5, 0, 119, -358, 403, -15
4, 1753, 1, -9, -12, -304, 153, -17
4, 1758, 1, 1, -30, 1053, -489, 32
4, 1768, -21, 3, 55, -128, 29, 13
4, 1773, -17, 6, 18, -304, 249, 0
4, 1778, -7, 8, 137, -276, 57, 23
4, 1789, -13, 0, 41, 455, -377, 7
4, 1794, -3, 6, 112, -125, -114, 4
4, 1799, -7, 9, 94, -353, 145, -30
4, 1805, -3, -3, 87, -302, -133, -1
4, 1810, 4, -1, 134, 428, -276, 16
4, 1815, -3, -4, 152, 296, -204, 10
4, 1826, -21, -3, 36, -156, -67, -78
4, 1831, -5, 9, 141, -315, 42, -48
4, 1836, -11, 0, 127, 231, -147, -66
4, 1847, -12, 8, 49, 372, -301, -40
4, 1852, 5, 3, 178, 506, -505, -68
4, 1862, 0, -6, 111, 167, 32, -54
4, 1868, -10, 5, 47, -268, 133, -53
4, 1873, -3, 5, 144, -147, 113, -77
4, 1883, 3, 10, -21, 431, -377, -82
4, 1889, 1, 20, -25, 239, -330, -62
4, 1904, 6, 19, 174, 384, -199, -35
4, 1910, -7, -5, 124, 41, 393, -62
4, 1926, 1, 11, 121, -198, 113, -98
4, 1931, 0, 19, 168, -34, -45, -48
4, 1941, 6, 16, 146, 633, -429, -34
4, 1947, 11, 11, 155, -303, 349, -12
4, 1962, 3, -3, 146, -440, 393, -90
4, 1968, -6, 12, 100, -255, 292, -69
4, 1978, -3, -10, 84, -90, 53, -16
4, 1983, -15, 7, 52, -90, 53, -16
4, 1989, 7, 9, 165, 215, -426, -102
4, 1999, -11, -3, 78, 17, 2, -74
4, 2004, -9, -27, 64, -998, 494, -154
4, 2009, -15, -5, 114, -29, 72, -194
4, 2020, 2, 0, 110, -177, 31, -195
4, 2025, -6, -5, 68, -1, 48, -233
4, 2035, -1, 8, 99, 35, 52, -284
4, 2040, -11, -7, 149, -175, 88, -233
4, 2045, -15, -6, 108, -11, 27, -91
4, 2056, -15, -1, 81, 43, -99, -105
4, 2061, -9, -10, 96, -100, 44, -73
4, 2066, 0, 0, 112, -14, -1, -41
4, 2077, -12, -3, 92, -55, -21, -43
4, 2082, 0, -4, 98, 3, -3, 2
4, 2092, -2, -4, 98, 1, 0, 0
4, 2101, -2, -6, 98, -2, 0, 3
4, 2106, 0, -6, 97, 3, -2, 1
4, 2116, 2, -3, 98, -2, 10, -123
4, 2121, -1, -4, 98, -5, -2, 40
4, 2132, -2, -4, 98, 0, 0, 1
4, 2137, -2, -4, 98, 1, 0, 0
4, 2142, 0, -5, 98, 4, -4, -4
4, 2153, -3, -4, 98, 0, 0, 2
4, 2158, -1, -5, 97, -2, 0, 0
4, 2163, -2, -5, 98, 0, 1, 2
