2, 3493, 16, 38, 3, 0, 38.037, -84.506, 0.009
2, 1394, 16, 38, 5, 0, 38.038, -84.506, 0.039
2, 3386, 16, 38, 7, 0, 38.037, -84.506, 0.039
2, 1286, 16, 38, 9, 0, 38.037, -84.506, 0.09
2, 3286, 16, 38, 11, 0, 38.037, -84.506, 0.07
2, 190, 16, 38, 12, 0, 38.038, -84.506, 0.12
2, 1188, 16, 38, 13, 0, 38.038, -84.506, 0.023
2, 2332, 16, 38, 14, 0, 38.038, -84.506, 0.199
2, 3183, 16, 38, 15, 0, 38.038, -84.506, 0.073
2, 89, 16, 38, 16, 0, 38.038, -84.506, 0.037
2, 2084, 16, 38, 18, 0, 38.038, -84.506, 0.049
2, 4082, 16, 38, 20, 0, 38.038, -84.506, 0.058
2, 1987, 16, 38, 22, 0, 38.038, -84.506, 0.148
2, 3982, 16, 38, 24, 0, 38.038, -84.506, 0.066
2, 1885, 16, 38, 26, 0, 38.038, -84.506, 0.15
2, 3877, 16, 38, 28, 0, 38.038, -84.506, 0.106
2, 1780, 16, 38, 30, 0, 38.038, -84.506, 0.109
2, 3783, 16, 38, 32, 0, 38.038, -84.506, 0.077
2, 1676, 16, 38, 34, 0, 38.038, -84.506, 0.041
2, 2673, 16, 38, 35, 0, 38.038, -84.506, 0.05
2, 3677, 16, 38, 36, 0, 38.038, -84.506, 0.037
2, 571, 16, 38, 37, 0, 38.038, -84.506, 0.184
2, 1571, 16, 38, 38, 0, 38.038, -84.506, 0.046
2, 2567, 16, 38, 39, 0, 38.038, -84.506, 0.028
2, 476, 16, 38, 41, 0, 38.038, -84.506, 0.096
2, 2470, 16, 38, 43, 0, 38.038, -84.506, 0.526
2, 371, 16, 38, 45, 0, 38.038, -84.506, 0.649
2, 2374, 16, 38, 47, 0, 38.038, -84.506, 0.562
2, 345, 16, 38, 49, 0, 38.038, -84.506, 0.734
2, 2263, 16, 38, 51, 0, 38.038, -84.506, 0.605
2, 170, 16, 38, 53, 0, 38.038, -84.506, 0.856
2, 2163, 16, 38, 55, 0, 38.038, -84.506, 0.689
2, 60, 16, 38, 57, 0, 38.038, -84.506, 1.019
2, 1069, 16, 38, 58, 0, 38.038, -84.506, 0.828
2, 2062, 16, 38, 59, 0, 38.038, -84.506, 0.996
2, 4058, 16, 39, 1, 0, 38.038, -84.506, 0.864
2, 962, 16, 39, 2, 0, 38.038, -84.506, 0.817
2, 1953, 16, 39, 3, 0, 38.038, -84.506, 1.029
2, 2955, 16, 39, 4, 0, 38.038, -84.506, 1.34
2, 3953, 16, 39, 5, 0, 38.038, -84.506, 1.302
2, 853, 16, 39, 6, 0, 38.038, -84.506, 1.036
2, 1852, 16, 39, 7, 0, 38.038, -84.506, 1.127
2, 2850, 16, 39, 8, 0, 38.038, -84.506, 0.807
2, 3852, 16, 39, 9, 0, 38.038, -84.506, 0.706
2, 755, 16, 39, 10, 0, 38.038, -84.506, 0.779
2, 2754, 16, 39, 12, 0, 38.038, -84.506, 1.11
2, 647, 16, 39, 14, 0, 38.038, -84.506, 0.855
2, 2648, 16, 39, 16, 0, 38.038, -84.506, 0.921
2, 550, 16, 39, 18, 0, 38.038, -84.506, 0.708
2, 2541, 16, 39, 20, 0, 38.038, -84.506, 1.255
2, 446, 16, 39, 22, 0, 38.038, -84.506, 0.94
2, 1443, 16, 39, 23, 0, 38.038, -84.506, 0.848
2, 2566, 16, 39, 24, 0, 38.038, -84.506, 0.544
2, 3436, 16, 39, 25, 0, 38.038, -84.506, 0.935
2, 340, 16, 39, 26, 0, 38.038, -84.506, 0.838
2, 1340, 16, 39, 27, 0, 38.038, -84.506, 1.017
2, 2343, 16, 39, 28, 0, 38.038, -84.506, 0.813
2, 3340, 16, 39, 29, 0, 38.038, -84.506, 0.771
2, 1237, 16, 39, 31, 0, 38.038, -84.506, 0.566
2, 2235, 16, 39, 32, 0, 38.038, -84.506, 0.902
2, 3231, 16, 39, 33, 0, 38.038, -84.506, 0.922
2, 1138, 16, 39, 35, 0, 38.038, -84.506, 0.964
2, 3130, 16, 39, 37, 0, 38.038, -84.506, 1.217
2, 1036, 16, 39, 39, 0, 38.038, -84.506, 1.098
2, 3022, 16, 39, 41, 0, 38.038, -84.506, 1.042
2, 926, 16, 39, 43, 0, 38.038, -84.506, 1.163
2, 2931, 16, 39, 45, 0, 38.038, -84.506, 1.165
2, 3925, 16, 39, 46, 0, 38.038, -84.506, 1.214
2, 823, 16, 39, 47, 0, 38.038, -84.506, 1.191
2, 1827, 16, 39, 48, 0, 38.038, -84.506, 1.219
2, 2823, 16, 39, 49, 0, 38.038, -84.506, 1.229
2, 3815, 16, 39, 50, 0, 38.038, -84.506, 1.201
2, 1715, 16, 39, 52, 0, 38.038, -84.506, 1.223
2, 2715, 16, 39, 53, 0, 38.038, -84.506, 1.205
2, 3723, 16, 39, 54, 0, 38.038, -84.506, 1.284
2, 1620, 16, 39, 56, 0, 38.038, -84.506, 1.133
2, 3611, 16, 39, 58, 0, 38.038, -84.506, 1.146
2, 1517, 16, 40, 0, 0, 38.038, -84.506, 1.084
2, 3509, 16, 40, 2, 0, 38.038, -84.506, 0.879
2, 1410, 16, 40, 4, 0, 38.038, -84.506, 0.641
2, 3403, 16, 40, 6, 0, 38.038, -84.506, 0.062
2, 1307, 16, 40, 8, 0, 38.038, -84.506, 0.057
2, 3295, 16, 40, 10, 0, 38.038, -84.506, 0.017
2, 1199, 16, 40, 12, 0, 38.038, -84.506, 0.008
2, 3190, 16, 40, 14, 0, 38.038, -84.506, 0.029
