3, 1967, -7, 0, 15
3, 1972, -7, -7, 15
3, 1978, -7, 0, 15
3, 1983, -7, 0, 15
3, 1993, -7, 0, 7
3, 1998, -7, 0, 7
3, 2003, -7, 0, 15
3, 2008, -7, -7, 7
3, 2019, -7, -7, 7
3, 2024, -7, -7, 15
3, 2030, -7, 0, 15
3, 2045, -7, 0, 7
3, 2052, -7, -7, 15
3, 2057, -7, -7, 7
3, 2062, -7, -7, 15
3, 2072, -7, 0, 15
3, 2077, -7, -7, 15
3, 2083, -7, 0, 7
3, 2098, -7, 0, 7
3, 2103, -7, -7, 7
3, 2108, -7, -7, 7
3, 2125, -7, 0, 15
3, 2130, 0, -7, 15
3, 2135, -7, -7, 15
3, 2145, -7, 0, 7
3, 2150, -7, 0, 7
3, 2156, -7, -7, 15
3, 2161, -7, -7, 7
3, 2181, -7, -7, 15
3, 2186, -7, -7, 15
3, 2191, -7, 0, 15
3, 2202, -7, 0, 7
3, 2207, -7, -7, 15
3, 2212, -7, 0, 7
3, 2227, -7, -7, 15
3, 2232, -7, 0, 15
3, 2237, -7, -7, 7
3, 2253, 0, -7, 7
3, 2258, -7, -7, 15
3, 2263, -7, -7, 15
3, 2278, -7, -7, 7
3, 2284, -7, 0, 15
3, 2289, -7, 0, 15
3, 2305, -7, 0, 7
3, 2312, -7, 0, 7
3, 2317, -7, 0, 7
3, 2332, -7, 0, 7
3, 2337, -7, -7, 15
3, 2342, -7, -7, 7
3, 2353, -7, 0, 15
3, 2358, -7, -7, 7
3, 2363, -7, 0, 7
3, 2368, -7, 0, 7
3, 2378, -7, 0, 7
3, 2383, -7, -7, 7
3, 2388, -7, 0, 7
3, 2395, -7, -7, 7
3, 2405, -7, 0, 7
3, 2410, -7, 0, 15
3, 2415, -7, -7, 7
3, 2420, -7, 0, 7
3, 2431, -7, -7, 15
3, 2441, -7, 0, 7
3, 2446, -7, 0, 7
3, 2461, -7, 0, 7
3, 2468, -7, -7, 7
3, 2473, -7, 0, 7
3, 2488, -7, -7, 7
3, 2493, -7, 0, 7
3, 2499, -7, -7, 15
3, 2514, -7, 0, 7
3, 2519, -7, 0, 7
3, 2524, -7, -7, 15
3, 2540, -7, 0, 15
3, 2545, 0, -7, 7
3, 2550, -7, 0, 7
3, 2561, -7, 0, 15
3, 2566, -7, 0, 15
3, 2573, -7, -7, 15
3, 2588, -7, -7, 7
3, 2593, -7, 0, 7
3, 2598, -7, 0, 7
3, 2614, -7, 0, 15
3, 2619, -7, 0, 7
3, 2624, -7, -7, 7
3, 2639, -7, 0, 15
3, 2644, -7, -7, 7
3, 2650, -7, 0, 7
3, 2666, -7, -7, 7
3, 2671, -7, 0, 7
3, 2676, -7, 0, 7
3, 2692, -7, -7, 15
3, 2701, -7, -7, 7
3, 2707, -7, 0, 7
3, 2717, -7, -7, 7
3, 2723, -7, -7, 7
3, 2728, -7, 0, 7
3, 2733, -7, -7, 15
3, 2748, -7, 0, 7
3, 2753, -7, 0, 7
3, 2769, -7, -7, 7
3, 2774, -7, 0, 15
3, 2779, -7, 0, 7
3, 2796, -7, 0, 7
3, 2801, -7, 0, 7
3, 2806, -7, 0, 15
3, 2821, -7, 0, 15
3, 2826, -7, 0, 7
3, 2833, 0, -7, 15
3, 2848, -7, 0, 15
3, 2853, -7, 0, 7
3, 2858, -7, 0, 15
3, 2874, -7, 0, 7
3, 2879, -7, 0, 15
3, 2885, -7, 0, 15
3, 2900, -7, -7, 7
3, 2906, -7, 0, 15
3, 2911, -7, -7, 7
3, 2926, -7, 0, 15
3, 2931, -7, 0, 15
3, 2938, -7, 0, 15
3, 2948, -7, -7, 7
3, 2953, -7, 0, 7
3, 2962, -7, 0, 7
3, 2977, -7, -7, 7
3, 2984, -7, 0, 7
3, 2989, -7, 0, 7
3, 3004, -7, -7, 7
3, 3009, -7, 0, 7
3, 3014, 0, 0, 7
3, 3030, -7, 0, 7
3, 3035, -7, 0, 15
3, 3040, -7, 0, 7
3, 3055, -7, 0, 7
3, 3060, -7, 0, 15
3, 3067, -7, -7, 15
3, 3077, -7, -7, 15
3, 3082, -7, 0, 15
3, 3087, -7, -7, 7
3, 3094, -7, 0, 7
3, 3104, -7, -7, 15
3, 3109, -7, 0, 7
3, 3114, -7, 0, 7
3, 3119, -7, 0, 7
3, 3130, -7, 0, 15
3, 3135, -7, -7, 15
3, 3140, -7, 0, 15
3, 3146, -7, -7, 15
3, 3156, -7, 0, 15
3, 3162, -7, -7, 7
3, 3167, -7, -7, 15
3, 3172, -7, 0, 7
3, 3182, -7, -7, 15
3, 3187, -7, 0, 15
3, 3192, -7, 0, 7
3, 3209, -7, 0, 15
3, 3214, -7, 0, 7
3, 3222, -7, 0, 7
3, 3238, -7, -7, 7
3, 3242, -7, -7, 15
3, 3249, -7, -7, 7
3, 3259, -7, 0, 7
3, 3264, -7, 0, 15
3, 3269, -7, 0, 7
3, 3274, -7, -7, 7
3, 3284, -7, 0, 7
3, 3290, -7, 0, 15
3, 3295, -7, 0, 15
3, 3300, -7, 0, 15
3, 3310, -7, -7, 7
3, 3315, -7, -7, 15
3, 3320, -7, 0, 15
3, 3325, -7, 0, 7
3, 3337, -7, 0, 7
3, 3342, -7, -7, 7
3, 3347, -7, 0, 15
3, 3354, -7, 0, 15
3, 3364, -7, -7, 7
3, 3369, -7, 0, 15
3, 3374, -7, -7, 15
3, 3389, -7, 0, 15
3, 3395, -7, -7, 7
3, 3400, -7, -7, 7
3, 3415, -7, -7, 15
3, 3420, -7, -7, 7
3, 3425, -7, 0, 7
3, 3441, -7, 0, 15
3, 3447, -7, 0, 7
3, 3452, -7, 0, 7
3, 3468, -7, 0, 7
3, 3473, -7, -7, 7
3, 3483, -7, 0, 15
3, 3493, -7, 0, 7
3, 3498, -7, -7, 7
3, 3503, -7, -7, 15
3, 3520, -7, 0, 15
3, 3525, -7, -7, 7
3, 3530, -7, 0, 15
3, 3546, -7, 0, 7
3, 3551, -7, -7, 15
3, 3556, -7, 0, 15
3, 3571, -7, -7, 15
3, 3576, -7, 0, 7
3, 3581, -7, 0, 7
